index,mean,std,5%,50%,95%,pid
exploration_constant,3.0,0.0,3.0,3.0,3.0,jhu8n67inu9elmmunk6ovmb7
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,jhu8n67inu9elmmunk6ovmb7
temp,1.3789991210997106,1.9595664270093518,-2.672963833808899,1.584326684474945,4.382432603836059,brf0boui9ty6xe3dwc90z14y
lapse,0.5153379997760057,0.738680195688929,-0.8245270758867262,0.6187165677547455,1.690673542022705,brf0boui9ty6xe3dwc90z14y
aligned_weight,0.6874087047986687,0.5882664452335195,-0.2818632841110229,0.6896885931491852,1.6891499042510982,brf0boui9ty6xe3dwc90z14y
orthogonal_weight,0.5314179779589177,0.4388715443144346,-0.27086050212383267,0.5810929536819458,1.0487354159355162,brf0boui9ty6xe3dwc90z14y
horizon,1.443056951522827,1.5147710805256482,-1.0648580312728881,1.393801748752594,4.1004413366317705,brf0boui9ty6xe3dwc90z14y
n_samples,500.0,0.0,500.0,500.0,500.0,brf0boui9ty6xe3dwc90z14y
exploration_constant,3.0,0.0,3.0,3.0,3.0,brf0boui9ty6xe3dwc90z14y
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,brf0boui9ty6xe3dwc90z14y
temp,1.334561663389206,1.942413038957607,-2.4875227212905884,1.548371970653534,4.161319708824157,z9hwskd8mc6jrz1ertmmx4x4
lapse,0.5053935100138187,0.7001430420245888,-0.8756916761398316,0.6203490793704987,1.6440030932426448,z9hwskd8mc6jrz1ertmmx4x4
aligned_weight,0.6847794035822153,0.5853241864906203,-0.29912281036376953,0.6952320635318756,1.7596685528755185,z9hwskd8mc6jrz1ertmmx4x4
orthogonal_weight,0.5613261328339577,0.4552462246918236,-0.1578939706087112,0.6029733717441559,1.1281015038490294,z9hwskd8mc6jrz1ertmmx4x4
horizon,1.3810128073692323,1.379367730348054,-0.99816854596138,1.3752488493919373,3.854533052444457,z9hwskd8mc6jrz1ertmmx4x4
n_samples,500.0,0.0,500.0,500.0,500.0,z9hwskd8mc6jrz1ertmmx4x4
exploration_constant,3.0,0.0,3.0,3.0,3.0,z9hwskd8mc6jrz1ertmmx4x4
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,z9hwskd8mc6jrz1ertmmx4x4
temp,1.2971589352488517,1.9843895068024224,-2.753490614891052,1.5498164892196655,4.0364556789398165,hnij9jl0y6mppml1i5inn2oa
